"","Mail","Gifts","CnGf_1_Amount","TestGroup1","Gender","St","Type","Class","Left","Middle","Right","Largest","Last","LGDate","FY13","FY14","Class1","FY1314","log13","log14","logLast","newdate","TG","TestGroup1B","TestGroup1C","TestGroup1D","Baselinell"
"509",1,1,250,"C",2,1,0,1965,1500,1000,500,3,75,225,0,100,50,0,0,4.61512051684126,4.33073334028633,16468,"C",0,1,0,-1.09362474715707
"510",0,0,0,"B",2,0,0,1972,800,600,275,42,275,510,0,0,43,0,0,0,5.62040086571715,16183,"B",1,0,0,-0.407968238326283
"511",1,1,100,"C",2,1,1,1972,125,100,75,75,50,431,0,0,43,0,0,0,3.93182563272433,16262,"C",0,1,0,-1.09362474715707
"512",0,1,50,"A",1,1,1,1995,300,200,100,9,25,396,25,25,20,625,3.25809653802148,3.25809653802148,3.25809653802148,16297,"A",0,0,0,-1.09362474715707
"513",0,0,0,"C",2,0,0,1979,50,25,10,8,10,304,10,10,36,100,2.39789527279837,2.39789527279837,2.39789527279837,16389,"C",0,1,0,-0.407968238326283
"514",0,1,100,"A",2,1,0,1993,150,100,50,61,50,402,0,50,22,0,0,3.93182563272433,3.93182563272433,16291,"A",0,0,0,-1.09362474715707
"515",1,1,50,"C",2,0,0,1979,100,75,50,61,50,2,0,50,36,0,0,3.93182563272433,3.93182563272433,16691,"C",0,1,0,-1.09362474715707
"516",1,1,150,"C",2,0,0,1980,225,200,150,22,150,363,150,150,35,22500,5.01727983681492,5.01727983681492,5.01727983681492,16330,"C",0,1,0,-1.09362474715707
"517",0,0,0,"A",2,1,0,1984,600,400,200,34,200,509,0,200,31,0,0,5.30330490805908,5.30330490805908,16184,"A",0,0,0,-0.407968238326283
"518",0,1,50,"A",2,1,0,1985,150,100,50,61,50,184,50,50,30,2500,3.93182563272433,3.93182563272433,3.93182563272433,16509,"A",0,0,0,-1.09362474715707
"519",0,0,0,"B",2,1,0,1982,800,500,250,40,250,11,250,0,33,0,5.52545293913178,0,5.52545293913178,16682,"B",1,0,0,-0.407968238326283
"520",0,0,0,"D",1,0,1,1988,375,250,125,40,250,112,250,0,27,0,5.52545293913178,0,5.52545293913178,16581,"D",0,0,1,-0.407968238326283
"521",0,0,0,"B",2,1,1,2001,150,100,50,61,50,486,0,50,14,0,0,3.93182563272433,3.93182563272433,16207,"B",1,0,0,-0.407968238326283
"522",0,0,0,"C",2,0,1,1992,100,75,50,61,50,128,50,0,23,0,3.93182563272433,0,3.93182563272433,16565,"C",0,1,0,-0.407968238326283
"523",1,1,100,"B",2,1,1,2000,300,200,100,9,100,247,100,0,15,0,4.61512051684126,0,4.61512051684126,16446,"B",1,0,0,-1.09362474715707
"524",1,1,350,"A",2,0,0,1951,1100,700,350,51,250,194,250,0,64,0,5.52545293913178,0,5.52545293913178,16499,"A",0,0,0,-1.09362474715707
"525",1,1,50,"A",2,1,0,1954,225,150,75,75,50,360,50,100,61,5000,3.93182563272433,4.61512051684126,3.93182563272433,16333,"A",0,0,0,-1.09362474715707
"526",0,1,25,"B",2,1,0,1960,150,100,50,61,25,248,25,25,55,625,3.25809653802148,3.25809653802148,3.25809653802148,16445,"B",1,0,0,-1.09362474715707
"527",0,0,0,"D",2,0,0,1956,150,100,50,9,50,312,50,0,59,0,3.93182563272433,0,3.93182563272433,16381,"D",0,0,1,-0.407968238326283
"528",0,0,0,"C",2,0,1,1951,175,150,125,13,100,288,100,100,64,10000,4.61512051684126,4.61512051684126,4.61512051684126,16405,"C",0,1,0,-0.407968238326283
"529",0,0,0,"A",2,0,0,1954,300,200,100,9,100,47,100,100,61,10000,4.61512051684126,4.61512051684126,4.61512051684126,16646,"A",0,0,0,-0.407968238326283
"530",0,0,0,"D",2,1,1,1955,125,75,50,75,50,472,50,100,60,5000,3.93182563272433,4.61512051684126,3.93182563272433,16221,"D",0,0,1,-0.407968238326283
"531",1,1,300,"C",2,0,0,1960,375,325,250,40,250,135,150,250,55,37500,5.01727983681492,5.52545293913178,5.52545293913178,16558,"C",0,1,0,-1.09362474715707
"532",1,1,25,"C",2,1,0,1960,125,100,75,75,25,367,25,25,55,625,3.25809653802148,3.25809653802148,3.25809653802148,16326,"C",0,1,0,-1.09362474715707
"533",0,1,100,"B",1,0,0,1959,300,200,100,9,100,500,100,100,56,10000,4.61512051684126,4.61512051684126,4.61512051684126,16193,"B",1,0,0,-1.09362474715707
"534",1,1,25,"B",2,1,1,1972,75,50,25,39,25,135,0,25,43,0,0,3.25809653802148,3.25809653802148,16558,"B",1,0,0,-1.09362474715707
"535",0,0,0,"A",2,1,0,1988,150,100,50,50,35,461,0,35,27,0,0,3.58351893845611,3.58351893845611,16232,"A",0,0,0,-0.407968238326283
"536",0,1,100,"C",2,0,1,1971,150,125,100,9,100,279,100,100,44,10000,4.61512051684126,4.61512051684126,4.61512051684126,16414,"C",0,1,0,-1.09362474715707
"537",1,1,250,"C",2,1,0,1977,375,325,250,40,250,389,250,250,38,62500,5.52545293913178,5.52545293913178,5.52545293913178,16304,"C",0,1,0,-1.09362474715707
"538",0,1,100,"A",2,0,0,1977,300,200,100,9,100,432,100,0,38,0,4.61512051684126,0,4.61512051684126,16261,"A",0,0,0,-1.09362474715707
"539",0,0,0,"C",2,0,0,1986,75,50,25,30,20,456,20,0,29,0,3.04452243772342,0,3.04452243772342,16237,"C",0,1,0,-0.407968238326283
"540",0,0,0,"B",1,1,0,1990,450,300,150,22,150,149,150,0,25,0,5.01727983681492,0,5.01727983681492,16544,"B",1,0,0,-0.407968238326283
"541",0,0,0,"C",2,0,1,1976,150,125,100,9,100,154,0,100,39,0,0,4.61512051684126,4.61512051684126,16539,"C",0,1,0,-0.407968238326283
"542",0,0,0,"A",2,1,1,1988,300,200,100,9,100,280,100,0,27,0,4.61512051684126,0,4.61512051684126,16413,"A",0,0,0,-0.407968238326283
"543",0,0,0,"D",2,0,1,1977,75,50,25,50,35,469,35,0,38,0,3.58351893845611,0,3.58351893845611,16224,"D",0,0,1,-0.407968238326283
"544",0,0,0,"A",2,0,0,1986,300,200,100,9,100,104,0,100,29,0,0,4.61512051684126,4.61512051684126,16589,"A",0,0,0,-0.407968238326283
"545",0,0,0,"A",2,0,0,1988,325,225,125,11,100,540,100,0,27,0,4.61512051684126,0,4.61512051684126,16153,"A",0,0,0,-0.407968238326283
"546",0,1,150,"B",2,1,0,1990,450,300,150,22,150,229,150,0,25,0,5.01727983681492,0,5.01727983681492,16464,"B",1,0,0,-1.09362474715707
"547",0,0,0,"B",2,0,0,1940,150,100,50,61,50,269,50,0,75,0,3.93182563272433,0,3.93182563272433,16424,"B",1,0,0,-0.407968238326283
"548",0,0,0,"A",2,0,1,1957,300,200,100,9,100,86,0,0,58,0,0,0,4.61512051684126,16607,"A",0,0,0,-0.407968238326283
"549",1,1,25,"C",2,1,1,1966,75,50,25,39,25,84,25,25,49,625,3.25809653802148,3.25809653802148,3.25809653802148,16609,"C",0,1,0,-1.09362474715707
"550",0,0,0,"C",2,1,0,1966,100,75,50,61,25,432,25,0,49,0,3.25809653802148,0,3.25809653802148,16261,"C",0,1,0,-0.407968238326283
"551",0,0,0,"C",2,1,0,1967,125,100,75,70,20,474,0,20,48,0,0,3.04452243772342,3.04452243772342,16219,"C",0,1,0,-0.407968238326283
"552",0,0,0,"A",2,0,1,1986,150,100,50,39,20,382,0,0,29,0,0,0,3.04452243772342,16311,"A",0,0,0,-0.407968238326283
"553",0,0,0,"A",2,0,0,1969,1500,1000,500,62,250,388,250,0,46,0,5.52545293913178,0,5.52545293913178,16305,"A",0,0,0,-0.407968238326283
"554",1,1,300,"D",1,0,0,1976,375,250,125,40,250,70,250,250,39,62500,5.52545293913178,5.52545293913178,5.52545293913178,16623,"D",0,0,1,-1.09362474715707
"555",0,0,0,"A",2,1,0,1978,150,100,50,46,30,242,30,0,37,0,3.43398720448515,0,3.43398720448515,16451,"A",0,0,0,-0.407968238326283
"556",0,0,0,"C",2,1,0,1981,100,75,50,61,50,173,50,50,34,2500,3.93182563272433,3.93182563272433,3.93182563272433,16520,"C",0,1,0,-0.407968238326283
"557",0,0,0,"B",1,1,1,2001,75,50,25,39,25,82,0,35,14,0,0,3.58351893845611,3.25809653802148,16611,"B",1,0,0,-0.407968238326283
"558",0,0,0,"A",2,NA,0,1983,150,100,50,61,50,169,0,50,32,0,0,3.93182563272433,3.93182563272433,16524,"A",0,0,0,-0.407968238326283
"559",1,1,50,"A",1,1,1,1991,150,100,50,61,50,355,0,50,24,0,0,3.93182563272433,3.93182563272433,16338,"A",0,0,0,-1.09362474715707
"560",0,0,0,"A",2,1,1,1999,150,100,50,61,50,529,85,50,16,4250,4.45434729625351,3.93182563272433,3.93182563272433,16164,"A",0,0,0,-0.407968238326283
"561",0,0,0,"B",2,1,1,1998,800,500,250,40,250,192,250,0,17,0,5.52545293913178,0,5.52545293913178,16501,"B",1,0,0,-0.407968238326283
"562",0,0,0,"A",2,0,0,1941,300,200,100,9,100,202,100,200,74,20000,4.61512051684126,5.30330490805908,4.61512051684126,16491,"A",0,0,0,-0.407968238326283
"563",0,0,0,"C",2,1,0,1969,100,75,50,55,25,75,25,0,46,0,3.25809653802148,0,3.25809653802148,16618,"C",0,1,0,-0.407968238326283
"564",1,1,150,"A",2,1,0,1960,375,250,125,16,125,154,125,125,55,15625,4.83628190695148,4.83628190695148,4.83628190695148,16539,"A",0,0,0,-1.09362474715707
"565",1,1,200,"C",2,1,0,1961,300,250,200,34,200,442,200,200,54,40000,5.30330490805908,5.30330490805908,5.30330490805908,16251,"C",0,1,0,-1.09362474715707
"566",0,0,0,"D",2,1,1,1992,50,25,10,39,25,193,0,25,23,0,0,3.25809653802148,3.25809653802148,16500,"D",0,0,1,-0.407968238326283
"567",0,0,0,"C",2,0,0,1967,100,75,50,61,20,336,20,0,48,0,3.04452243772342,0,3.04452243772342,16357,"C",0,1,0,-0.407968238326283
"568",1,1,200,"D",2,0,0,1966,375,250,125,40,100,285,0,100,49,0,0,4.61512051684126,4.61512051684126,16408,"D",0,0,1,-1.09362474715707
"569",0,0,0,"C",2,1,0,1979,100,75,50,55,30,368,0,30,36,0,0,3.43398720448515,3.43398720448515,16325,"C",0,1,0,-0.407968238326283
"570",0,0,0,"C",2,1,0,1984,100,75,50,61,50,112,50,0,31,0,3.93182563272433,0,3.93182563272433,16581,"C",0,1,0,-0.407968238326283
"571",0,0,0,"C",2,1,0,1974,150,125,100,9,100,476,100,200,41,20000,4.61512051684126,5.30330490805908,4.61512051684126,16217,"C",0,1,0,-0.407968238326283
"572",1,1,50,"A",2,0,0,1973,300,200,100,9,50,158,0,50,42,0,0,3.93182563272433,3.93182563272433,16535,"A",0,0,0,-1.09362474715707
"573",0,0,0,"C",1,0,0,1983,75,50,25,39,25,368,25,25,32,625,3.25809653802148,3.25809653802148,3.25809653802148,16325,"C",0,1,0,-0.407968238326283
"574",0,0,0,"C",2,1,1,1983,100,75,50,61,50,188,0,100,32,0,0,4.61512051684126,3.93182563272433,16505,"C",0,1,0,-0.407968238326283
"575",0,0,0,"A",2,0,0,1979,150,100,50,50,30,370,30,0,36,0,3.43398720448515,0,3.43398720448515,16323,"A",0,0,0,-0.407968238326283
"576",0,0,0,"A",2,1,0,1980,150,100,50,55,40,493,0,0,35,0,0,0,3.71357206670431,16200,"A",0,0,0,-0.407968238326283
"577",0,0,0,"C",2,1,0,1979,100,75,50,57,25,415,0,25,36,0,0,3.25809653802148,3.25809653802148,16278,"C",0,1,0,-0.407968238326283
"578",0,0,0,"D",2,1,0,1982,150,100,50,9,25,466,25,25,33,625,3.25809653802148,3.25809653802148,3.25809653802148,16227,"D",0,0,1,-0.407968238326283
"579",0,0,0,"B",2,1,0,1980,150,100,50,61,30,194,30,0,35,0,3.43398720448515,0,3.43398720448515,16499,"B",1,0,0,-0.407968238326283
"580",1,1,25,"B",2,1,0,1985,300,200,100,9,20,181,20,70,30,1400,3.04452243772342,4.26267987704132,3.04452243772342,16512,"B",1,0,0,-1.09362474715707
"581",0,0,0,"C",2,0,0,1997,125,100,75,64,50,135,0,50,18,0,0,3.93182563272433,3.93182563272433,16558,"C",0,1,0,-0.407968238326283
"582",0,1,5,"B",2,1,1,1981,50,25,10,8,10,41,5,10,34,50,1.79175946922805,2.39789527279837,2.39789527279837,16652,"B",1,0,0,-1.09362474715707
"583",0,0,0,"B",1,1,1,1991,125,75,50,55,40,214,40,0,24,0,3.71357206670431,0,3.71357206670431,16479,"B",1,0,0,-0.407968238326283
"584",1,1,100,"C",2,1,0,1949,150,125,100,9,100,259,100,100,66,10000,4.61512051684126,4.61512051684126,4.61512051684126,16434,"C",0,1,0,-1.09362474715707
"585",0,0,0,"A",2,0,0,1965,300,200,100,9,50,360,25,75,50,1875,3.25809653802148,4.33073334028633,3.93182563272433,16333,"A",0,0,0,-0.407968238326283
"586",0,0,0,"B",2,1,0,1956,600,400,200,34,200,427,200,0,59,0,5.30330490805908,0,5.30330490805908,16266,"B",1,0,0,-0.407968238326283
"587",1,1,50,"B",2,1,0,1962,300,200,100,9,100,347,100,100,53,10000,4.61512051684126,4.61512051684126,4.61512051684126,16346,"B",1,0,0,-1.09362474715707
"588",0,1,20,"B",2,0,0,1963,75,50,25,39,20,165,0,20,52,0,0,3.04452243772342,3.04452243772342,16528,"B",1,0,0,-1.09362474715707
"589",0,0,0,"C",1,0,0,1963,300,250,200,34,200,165,0,200,52,0,0,5.30330490805908,5.30330490805908,16528,"C",0,1,0,-0.407968238326283
"590",0,0,0,"C",2,1,0,1965,150,125,100,9,50,104,50,100,50,5000,3.93182563272433,4.61512051684126,3.93182563272433,16589,"C",0,1,0,-0.407968238326283
"591",0,0,0,"C",2,0,0,1967,150,125,100,9,100,59,100,100,48,10000,4.61512051684126,4.61512051684126,4.61512051684126,16634,"C",0,1,0,-0.407968238326283
"592",0,0,0,"A",2,0,0,1976,300,200,100,9,100,89,50,100,39,5000,3.93182563272433,4.61512051684126,4.61512051684126,16604,"A",0,0,0,-0.407968238326283
"593",0,1,100,"B",2,1,0,1973,300,200,100,9,100,418,100,100,42,10000,4.61512051684126,4.61512051684126,4.61512051684126,16275,"B",1,0,0,-1.09362474715707
"594",0,1,100,"C",2,0,0,1975,300,250,200,34,100,182,100,100,40,10000,4.61512051684126,4.61512051684126,4.61512051684126,16511,"C",0,1,0,-1.09362474715707
"595",0,0,0,"D",2,1,1,1970,50,25,10,39,25,463,0,25,45,0,0,3.25809653802148,3.25809653802148,16230,"D",0,0,1,-0.407968238326283
"596",0,0,0,"C",2,1,0,2000,150,125,100,9,100,349,100,0,15,0,4.61512051684126,0,4.61512051684126,16344,"C",0,1,0,-0.407968238326283
"597",0,1,100,"B",2,1,0,1977,300,200,100,9,100,70,0,100,38,0,0,4.61512051684126,4.61512051684126,16623,"B",1,0,0,-1.09362474715707
"598",0,0,0,"B",2,1,1,1989,150,100,50,61,50,406,50,0,26,0,3.93182563272433,0,3.93182563272433,16287,"B",1,0,0,-0.407968238326283
"599",0,0,0,"B",2,1,0,1981,800,500,250,40,250,334,290,250,34,72500,5.67332326717149,5.52545293913178,5.52545293913178,16359,"B",1,0,0,-0.407968238326283
"600",1,1,250,"B",2,1,0,1982,800,500,250,40,100,433,100,100,33,10000,4.61512051684126,4.61512051684126,4.61512051684126,16260,"B",1,0,0,-1.09362474715707
"601",0,0,0,"C",1,0,0,1996,100,75,50,50,20,327,35,20,19,700,3.58351893845611,3.04452243772342,3.04452243772342,16366,"C",0,1,0,-0.407968238326283
"602",0,1,30,"D",2,0,0,1986,50,25,10,39,25,519,25,0,29,0,3.25809653802148,0,3.25809653802148,16174,"D",0,0,1,-1.09362474715707
"603",0,0,0,"D",2,1,0,1959,50,25,10,39,25,473,25,0,56,0,3.25809653802148,0,3.25809653802148,16220,"D",0,0,1,-0.407968238326283
"604",1,1,100,"B",2,1,0,1952,300,200,100,9,100,511,100,100,63,10000,4.61512051684126,4.61512051684126,4.61512051684126,16182,"B",1,0,0,-1.09362474715707
"605",1,1,100,"A",2,0,0,1961,300,200,100,9,100,165,0,100,54,0,0,4.61512051684126,4.61512051684126,16528,"A",0,0,0,-1.09362474715707
"606",0,0,0,"D",2,1,0,1965,150,100,50,9,50,518,0,0,50,0,0,0,3.93182563272433,16175,"D",0,0,1,-0.407968238326283
"607",0,0,0,"A",2,0,0,1975,600,400,200,34,200,432,200,0,40,0,5.30330490805908,0,5.30330490805908,16261,"A",0,0,0,-0.407968238326283
"608",1,1,100,"C",2,1,0,1976,150,125,100,9,100,168,200,200,39,40000,5.30330490805908,5.30330490805908,4.61512051684126,16525,"C",0,1,0,-1.09362474715707
"609",0,0,0,"C",2,1,0,1982,300,250,200,34,200,118,200,200,33,40000,5.30330490805908,5.30330490805908,5.30330490805908,16575,"C",0,1,0,-0.407968238326283
"610",0,0,0,"A",2,0,0,1983,150,100,50,61,50,49,50,0,32,0,3.93182563272433,0,3.93182563272433,16644,"A",0,0,0,-0.407968238326283
"611",0,0,0,"A",1,1,1,2000,150,100,50,39,25,433,0,25,15,0,0,3.25809653802148,3.25809653802148,16260,"A",0,0,0,-0.407968238326283
"612",0,1,100,"C",2,1,0,1987,300,250,200,34,50,352,150,50,28,7500,5.01727983681492,3.93182563272433,3.93182563272433,16341,"C",0,1,0,-1.09362474715707
"613",0,0,0,"A",2,0,0,1974,300,200,100,9,100,156,0,100,41,0,0,4.61512051684126,4.61512051684126,16537,"A",0,0,0,-0.407968238326283
"614",0,0,0,"A",1,0,0,1985,150,100,50,39,25,182,0,25,30,0,0,3.25809653802148,3.25809653802148,16511,"A",0,0,0,-0.407968238326283
"615",0,0,0,"B",2,0,0,1982,300,200,100,9,100,26,0,100,33,0,0,4.61512051684126,4.61512051684126,16667,"B",1,0,0,-0.407968238326283
"616",0,0,0,"A",2,1,0,1989,150,100,50,30,10,221,0,10,26,0,0,2.39789527279837,2.39789527279837,16472,"A",0,0,0,-0.407968238326283
"617",0,0,0,"A",2,1,1,1987,300,200,100,9,100,2,0,100,28,0,0,4.61512051684126,4.61512051684126,16691,"A",0,0,0,-0.407968238326283
"618",0,0,0,"C",2,1,0,1986,225,200,150,22,150,552,150,0,29,0,5.01727983681492,0,5.01727983681492,16141,"C",0,1,0,-0.407968238326283
"619",0,0,0,"C",1,1,0,1986,75,50,25,39,25,125,0,25,29,0,0,3.25809653802148,3.25809653802148,16568,"C",0,1,0,-0.407968238326283
"620",0,0,0,"A",1,1,0,1989,150,100,50,39,10,356,0,0,26,0,0,0,2.39789527279837,16337,"A",0,0,0,-0.407968238326283
"621",0,0,0,"C",2,1,0,1986,225,200,150,22,150,10,0,0,29,0,0,0,5.01727983681492,16683,"C",0,1,0,-0.407968238326283
"622",0,0,0,"B",2,1,1,1996,300,200,100,9,100,49,100,0,19,0,4.61512051684126,0,4.61512051684126,16644,"B",1,0,0,-0.407968238326283
"623",0,0,0,"A",2,1,0,1946,175,125,75,70,50,320,50,50,69,2500,3.93182563272433,3.93182563272433,3.93182563272433,16373,"A",0,0,0,-0.407968238326283
"624",0,0,0,"B",2,0,NA,NA,450,300,150,22,150,537,0,150,NA,0,0,5.01727983681492,5.01727983681492,16156,"B",1,0,0,-0.407968238326283
"625",0,0,0,"C",2,0,0,1949,700,600,450,58,450,474,150,450,66,67500,5.01727983681492,6.11146733950268,6.11146733950268,16219,"C",0,1,0,-0.407968238326283
"626",0,0,0,"B",2,1,0,1947,2500,1500,500,81,50,208,0,0,68,0,0,0,3.93182563272433,16485,"B",1,0,0,-0.407968238326283
"627",0,0,0,"C",2,0,0,1947,200,150,125,16,125,431,0,0,68,0,0,0,4.83628190695148,16262,"C",0,1,0,-0.407968238326283
"628",1,1,150,"A",2,1,0,1956,800,500,250,40,100,156,150,100,59,15000,5.01727983681492,4.61512051684126,4.61512051684126,16537,"A",0,0,0,-1.09362474715707
"629",1,1,150,"C",2,0,1,1970,225,200,150,22,100,15,100,0,45,0,4.61512051684126,0,4.61512051684126,16678,"C",0,1,0,-1.09362474715707
"630",0,0,0,"C",2,0,0,1960,1500,1000,500,5,500,437,0,500,55,0,0,6.21660610108486,6.21660610108486,16256,"C",0,1,0,-0.407968238326283
"631",0,1,25,"B",2,1,0,1967,150,100,50,61,25,309,25,50,48,1250,3.25809653802148,3.93182563272433,3.25809653802148,16384,"B",1,0,0,-1.09362474715707
"632",0,1,100,"C",2,0,1,1967,225,200,150,22,100,433,100,100,48,10000,4.61512051684126,4.61512051684126,4.61512051684126,16260,"C",0,1,0,-1.09362474715707
"633",0,0,0,"B",2,0,0,1963,75,50,25,39,25,509,25,25,52,625,3.25809653802148,3.25809653802148,3.25809653802148,16184,"B",1,0,0,-0.407968238326283
"634",1,1,100,"C",2,0,0,1972,200,150,125,16,100,182,100,200,43,20000,4.61512051684126,5.30330490805908,4.61512051684126,16511,"C",0,1,0,-1.09362474715707
"635",0,0,0,"C",2,0,0,1967,150,125,100,9,100,94,100,100,48,10000,4.61512051684126,4.61512051684126,4.61512051684126,16599,"C",0,1,0,-0.407968238326283
"636",0,0,0,"A",2,0,0,1967,300,200,100,9,100,288,0,100,48,0,0,4.61512051684126,4.61512051684126,16405,"A",0,0,0,-0.407968238326283
"637",0,1,30,"C",2,1,1,1980,75,50,25,39,20,47,25,20,35,500,3.25809653802148,3.04452243772342,3.04452243772342,16646,"C",0,1,0,-1.09362474715707
"638",0,0,0,"C",2,1,0,1981,75,50,25,30,15,340,0,0,34,0,0,0,2.77258872223978,16353,"C",0,1,0,-0.407968238326283
"639",0,0,0,"B",2,0,0,1970,100,75,50,46,20,429,0,0,45,0,0,0,3.04452243772342,16264,"B",1,0,0,-0.407968238326283
"640",0,0,0,"C",2,1,1,1985,100,75,50,61,25,129,50,25,30,1250,3.93182563272433,3.25809653802148,3.25809653802148,16564,"C",0,1,0,-0.407968238326283
"641",1,1,200,"B",2,1,0,1969,450,300,150,22,150,135,150,150,46,22500,5.01727983681492,5.01727983681492,5.01727983681492,16558,"B",1,0,0,-1.09362474715707
"642",0,1,125,"B",1,0,0,1974,300,200,100,9,100,439,200,0,41,0,5.30330490805908,0,4.61512051684126,16254,"B",1,0,0,-1.09362474715707
"643",0,0,0,"A",2,0,0,1971,300,200,100,9,100,347,100,100,44,10000,4.61512051684126,4.61512051684126,4.61512051684126,16346,"A",0,0,0,-0.407968238326283
"644",0,0,0,"A",2,0,0,1985,150,100,75,64,50,303,50,0,30,0,3.93182563272433,0,3.93182563272433,16390,"A",0,0,0,-0.407968238326283
"645",0,0,0,"A",2,1,1,1969,150,100,50,61,20,260,0,0,46,0,0,0,3.04452243772342,16433,"A",0,0,0,-0.407968238326283
"646",1,1,100,"C",1,1,0,1982,150,125,100,9,100,496,150,150,33,22500,5.01727983681492,5.01727983681492,4.61512051684126,16197,"C",0,1,0,-1.09362474715707
"647",0,0,0,"A",2,0,1,1971,150,100,50,39,25,372,25,0,44,0,3.25809653802148,0,3.25809653802148,16321,"A",0,0,0,-0.407968238326283
"648",0,1,75,"D",2,0,0,1977,150,100,50,9,100,433,75,100,38,7500,4.33073334028633,4.61512051684126,4.61512051684126,16260,"D",0,0,1,-1.09362474715707
"649",0,0,0,"B",2,1,0,1976,450,300,150,22,25,191,0,0,39,0,0,0,3.25809653802148,16502,"B",1,0,0,-0.407968238326283
"650",1,1,200,"A",2,0,0,1978,600,400,200,34,200,135,200,200,37,40000,5.30330490805908,5.30330490805908,5.30330490805908,16558,"A",0,0,0,-1.09362474715707
"651",0,0,0,"A",2,1,1,1991,300,200,100,9,100,77,100,0,24,0,4.61512051684126,0,4.61512051684126,16616,"A",0,0,0,-0.407968238326283
"652",0,0,0,"B",2,0,0,1999,75,50,25,39,25,132,0,25,16,0,0,3.25809653802148,3.25809653802148,16561,"B",1,0,0,-0.407968238326283
"653",0,1,300,"A",2,0,0,1949,900,600,300,47,300,118,250,300,66,75000,5.52545293913178,5.70711026474888,5.70711026474888,16575,"A",0,0,0,-1.09362474715707
"654",0,0,0,"A",2,1,1,1971,450,300,150,22,50,385,150,100,44,15000,5.01727983681492,4.61512051684126,3.93182563272433,16308,"A",0,0,0,-0.407968238326283
"655",0,0,0,"B",2,0,0,1961,300,200,100,9,100,179,0,100,54,0,0,4.61512051684126,4.61512051684126,16514,"B",1,0,0,-0.407968238326283
"656",0,0,0,"C",2,1,0,1974,100,75,50,61,50,103,50,0,41,0,3.93182563272433,0,3.93182563272433,16590,"C",0,1,0,-0.407968238326283
"657",0,0,0,"B",2,0,0,1963,50,25,10,8,10,251,0,10,52,0,0,2.39789527279837,2.39789527279837,16442,"B",1,0,0,-0.407968238326283
"658",1,1,125,"A",2,0,0,1969,375,250,125,16,125,553,125,125,46,15625,4.83628190695148,4.83628190695148,4.83628190695148,16140,"A",0,0,0,-1.09362474715707
"659",0,1,100,"C",2,1,1,1989,150,125,100,9,100,328,100,0,26,0,4.61512051684126,0,4.61512051684126,16365,"C",0,1,0,-1.09362474715707
"660",0,0,0,"A",2,0,0,1981,900,600,300,47,190,294,0,370,34,0,0,5.91620206260743,5.25227342804663,16399,"A",0,0,0,-0.407968238326283
"661",0,0,0,"B",2,1,1,1989,600,400,200,34,200,207,200,0,26,0,5.30330490805908,0,5.30330490805908,16486,"B",1,0,0,-0.407968238326283
"662",0,1,100,"A",2,0,0,1975,450,300,150,22,100,171,100,100,40,10000,4.61512051684126,4.61512051684126,4.61512051684126,16522,"A",0,0,0,-1.09362474715707
"663",1,1,125,"C",2,0,0,1980,150,125,100,9,100,288,100,100,35,10000,4.61512051684126,4.61512051684126,4.61512051684126,16405,"C",0,1,0,-1.09362474715707
"664",0,0,0,"B",1,1,0,1988,300,200,100,9,50,90,0,0,27,0,0,0,3.93182563272433,16603,"B",1,0,0,-0.407968238326283
"665",0,0,100,"B",2,1,0,1978,150,100,50,61,50,21,50,50,37,2500,3.93182563272433,3.93182563272433,3.93182563272433,16672,"B",1,0,0,-0.407968238326283
"666",0,1,100,"A",2,1,0,1988,300,200,100,9,100,551,100,100,27,10000,4.61512051684126,4.61512051684126,4.61512051684126,16142,"A",0,0,0,-1.09362474715707
"667",0,0,0,"A",2,0,0,1980,150,100,50,46,20,466,20,20,35,400,3.04452243772342,3.04452243772342,3.04452243772342,16227,"A",0,0,0,-0.407968238326283
"668",0,0,0,"D",2,1,0,1983,50,25,10,39,25,341,0,0,32,0,0,0,3.25809653802148,16352,"D",0,0,1,-0.407968238326283
"669",1,1,200,"C",1,1,0,1982,800,600,500,62,200,70,0,200,33,0,0,5.30330490805908,5.30330490805908,16623,"C",0,1,0,-1.09362474715707
"670",1,1,100,"B",1,0,0,1983,300,200,100,9,100,78,0,100,32,0,0,4.61512051684126,4.61512051684126,16615,"B",1,0,0,-1.09362474715707
"671",0,0,0,"B",2,1,0,1983,125,75,50,55,35,485,35,0,32,0,3.58351893845611,0,3.58351893845611,16208,"B",1,0,0,-0.407968238326283
"672",0,0,0,"A",2,1,0,1997,150,100,50,61,50,424,50,0,18,0,3.93182563272433,0,3.93182563272433,16269,"A",0,0,0,-0.407968238326283
"673",0,0,0,"B",2,1,0,2000,150,100,50,61,50,445,0,0,15,0,0,0,3.93182563272433,16248,"B",1,0,0,-0.407968238326283
"674",0,0,0,"B",2,0,1,1993,300,200,100,9,100,364,0,100,22,0,0,4.61512051684126,4.61512051684126,16329,"B",1,0,0,-0.407968238326283
"675",0,0,0,"A",2,1,0,1950,300,200,100,9,100,144,100,100,65,10000,4.61512051684126,4.61512051684126,4.61512051684126,16549,"A",0,0,0,-0.407968238326283
"676",1,1,25,"C",2,0,0,1963,75,50,25,39,25,55,25,25,52,625,3.25809653802148,3.25809653802148,3.25809653802148,16638,"C",0,1,0,-1.09362474715707
